0;Root entity;-1;Root entity;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;0;0;0;0;-2;-2;0;0;0;0;0;0;0;0;-10;1;NULL;1;0;0;NULL;0;0;0;0;0;1;-10;0;0;10;10;0;1;0;NULL;NULL;0
41;CIS;9;Root entity > Orange > IMT > OLS > CIS;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
42;DLV GED ENABLER;41;Root entity > Orange > IMT > OLS > CIS > DLV GED ENABLER;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9"",""41"":""41""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
43;OLPS;8;Root entity > Orange > IMT > OLPS;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""8"":""8""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
44;OPENSERV;43;Root entity > Orange > IMT > OLPS > OPENSERV;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""43"":""43""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
45;PAYSOL;44;Root entity > Orange > IMT > OLPS > OPENSERV > PAYSOL;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""43"":""43"",""44"":""44""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
46;OMDR;45;Root entity > Orange > IMT > OLPS > OPENSERV > PAYSOL > OMDR;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""43"":""43"",""44"":""44"",""45"":""45""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
48;GO;9;Root entity > Orange > IMT > OLS > GO;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
49;C3S;48;Root entity > Orange > IMT > OLS > GO > C3S;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9"",""48"":""48""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
50;ITXD;49;Root entity > Orange > IMT > OLS > GO > C3S > ITXD;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9"",""48"":""48"",""49"":""49""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
51;TECHNOCENTRE;8;Root entity > Orange > IMT > TECHNOCENTRE;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""8"":""8""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
52;DMP;51;Root entity > Orange > IMT > TECHNOCENTRE > DMP;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""51"":""51""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
53;SMA;52;Root entity > Orange > IMT > TECHNOCENTRE > DMP > SMA;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""51"":""51"",""52"":""52""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
54;SG;1;Root entity > Orange > SG;updated from OrangeCarto;3;NULL;"[""0"",""1""]";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
55;SGA;54;Root entity > Orange > SG > SGA;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""54"":""54""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
56;DGCI;55;Root entity > Orange > SG > SGA > DGCI;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""54"":""54"",""55"":""55""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
57;ML;56;Root entity > Orange > SG > SGA > DGCI > ML;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""54"":""54"",""55"":""55"",""56"":""56""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
58;OLN;8;Root entity > Orange > IMT > OLN;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""8"":""8""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
59;QOP;58;Root entity > Orange > IMT > OLN > QOP;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""58"":""58""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
60;OSS;59;Root entity > Orange > IMT > OLN > QOP > OSS;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""58"":""58"",""59"":""59""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
61;DISI-PS;34;Root entity > Orange > MEA > WEA > GUINEA > DRSI > DISI-PS;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""29"":""29"",""30"":""30"",""33"":""33"",""34"":""34""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
62;ITXG;49;Root entity > Orange > IMT > OLS > GO > C3S > ITXG;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9"",""48"":""48"",""49"":""49""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
63;GSSC;1;Root entity > Orange > GSSC;updated from OrangeCarto;3;NULL;"[""0"",""1""]";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
64;GSSC;63;Root entity > Orange > GSSC > GSSC;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""63"":""63""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
65;SC;64;Root entity > Orange > GSSC > GSSC > SC;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""63"":""63"",""64"":""64""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
66;SCF;65;Root entity > Orange > GSSC > GSSC > SC > SCF;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""63"":""63"",""64"":""64"",""65"":""65""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
67;DML;66;Root entity > Orange > GSSC > GSSC > SC > SCF > DML;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""63"":""63"",""64"":""64"",""65"":""65"",""66"":""66""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
68;DTR;67;Root entity > Orange > GSSC > GSSC > SC > SCF > DML > DTR;updated from OrangeCarto;8;NULL;"{""0"":""0"",""1"":""1"",""63"":""63"",""64"":""64"",""65"":""65"",""66"":""66"",""67"":""67""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
69;CXI;29;Root entity > Orange > MEA > CXI;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""29"":""29""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
70;FG;1;Root entity > Orange > FG;updated from OrangeCarto;3;NULL;"[""0"",""1""]";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
71;DACRG;70;Root entity > Orange > FG > DACRG;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""70"":""70""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
72;AUDIT;71;Root entity > Orange > FG > DACRG > AUDIT;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""70"":""70"",""71"":""71""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
73;SIR;72;Root entity > Orange > FG > DACRG > AUDIT > SIR;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""70"":""70"",""71"":""71"",""72"":""72""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
74;ES;36;Root entity > Orange > IMT > OLS > ARSEC > ES;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9"",""36"":""36""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
75;BEI;74;Root entity > Orange > IMT > OLS > ARSEC > ES > BEI;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""8"":""8"",""9"":""9"",""36"":""36"",""74"":""74""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
76;DERS;3;Root entity > Orange > OF > DTSI > DERS;updated from OrangeCarto;5;NULL;"[""0"",""1"",""2"",""3""]";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
77;DS;76;Root entity > Orange > OF > DTSI > DERS > DS;updated from OrangeCarto;6;NULL;"{""0"":""0"",""1"":""1"",""2"":""2"",""3"":""3"",""76"":""76""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
78;ETS;77;Root entity > Orange > OF > DTSI > DERS > DS > ETS;updated from OrangeCarto;7;NULL;"{""0"":""0"",""1"":""1"",""2"":""2"",""3"":""3"",""76"":""76"",""77"":""77""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
79;PEVA;78;Root entity > Orange > OF > DTSI > DERS > DS > ETS > PEVA;updated from OrangeCarto;8;NULL;"{""0"":""0"",""1"":""1"",""2"":""2"",""3"":""3"",""76"":""76"",""77"":""77"",""78"":""78""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
80;CXMB;1;Root entity > Orange > CXMB;updated from OrangeCarto;3;NULL;"[""0"",""1""]";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
81;SOFRECOM;80;Root entity > Orange > CXMB > SOFRECOM;updated from OrangeCarto;4;NULL;"{""0"":""0"",""1"":""1"",""80"":""80""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
82;UA IT;81;Root entity > Orange > CXMB > SOFRECOM > UA IT;updated from OrangeCarto;5;NULL;"{""0"":""0"",""1"":""1"",""80"":""80"",""81"":""81""}";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;09/11/2017 10:24;-2;0;-10;NULL;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;0;09/11/2017 10:24;06/11/2017 16:39;-2
